Word,Count,Percentage of total,Cumulative percentage of total
ἰτέος,1,0.0,97.11
πρωτοπόρος,1,0.0,97.12
ἀναμπέχονος,1,0.0,97.12
μονοχίτων,1,0.0,97.12
ἠοῖος,1,0.0,97.13
ποτάμιος,1,0.0,97.13
ἐπιλογικός,1,0.0,97.13
ἐχέσαρκος,1,0.0,97.14
κουροτρόφος,1,0.0,97.14
πολιοκρόταφος,1,0.0,97.14
γραπτέος,1,0.0,97.15
εὐναῖος,1,0.0,97.15
χαριτοβλέφαρος,1,0.0,97.15
τρίδουλος,1,0.0,97.16
τρίπορνος,1,0.0,97.16
σύγχρους,1,0.0,97.16
ὀρθρινός,1,0.0,97.17
ἔκπνοος,1,0.0,97.17
ἔφαλος,1,0.0,97.17
ἐπέραστος,1,0.0,97.18
ἐλεγειακός,1,0.0,97.18
μονόζωστος,1,0.0,97.18
τρίστοιχος,1,0.0,97.19
ἀγέραστος,1,0.0,97.19
κρύφιος,1,0.0,97.19
μουσοπόλος,1,0.0,97.2
πινυτός,1,0.0,97.2
εὐρέιος,1,0.0,97.2
πολιός,1,0.0,97.21
μελιχρός,1,0.0,97.21
οἰνηρός,1,0.0,97.21
εὔοινος,1,0.0,97.22
στυγνός,1,0.0,97.22
μήλειος,1,0.0,97.22
χάλκειος,1,0.0,97.23
θοός,1,0.0,97.23
βαιός,1,0.0,97.23
ἔξοχος,1,0.0,97.24
οὐδαμινός,1,0.0,97.24
ποικιλοσάμβαλος,1,0.0,97.24
ἐύκτιτος,1,0.0,97.25
χρυσόθρονος,1,0.0,97.25
ἀγαυός,1,0.0,97.25
βρότειος,1,0.0,97.26
εὐνάων,1,0.0,97.26
φιλοβάρβιτος,1,0.0,97.26
μάκαρ,1,0.0,97.27
παίδειος,1,0.0,97.27
πραγματείος,1,0.0,97.27
οἰνάρεος,1,0.0,97.28
κατάκοιτος,1,0.0,97.28
ἐρεμνός,1,0.0,97.28
ἀζαλέος,1,0.0,97.29
ἑλικογλέφαρος,1,0.0,97.29
νεόγυιος,1,0.0,97.29
ἐφημέριος,1,0.0,97.3
β᾽,1,0.0,97.3
γλυκερός,1,0.0,97.31
δυσχάριστος,1,0.0,97.31
πρεπώδης,1,0.0,97.31
παιδιώδης,1,0.0,97.32
ἄγχι,1,0.0,97.32
ῥεκτήριος,1,0.0,97.32
φιλογύναιος,1,0.0,97.33
ἐμμανής,1,0.0,97.33
τριακοσταῖος,1,0.0,97.33
συμποτικός,1,0.0,97.34
διαλεκτικός,1,0.0,97.34
γαλακτουργός,1,0.0,97.34
ποτηματοποιός,1,0.0,97.35
εὐφραντικός,1,0.0,97.35
καλλίχειρ,1,0.0,97.35
μελανόφυλλος,1,0.0,97.36
ἡλιώδης,1,0.0,97.36
θαλερός,1,0.0,97.36
ἐπικατάφορος,1,0.0,97.37
ἤπιος,1,0.0,97.37
κηρόχρως,1,0.0,97.37
ξουθός,1,0.0,97.38
πολύμετρος,1,0.0,97.38
ἀπείρων2,1,0.0,97.38
ἄλογχος,1,0.0,97.39
εὐανθής,1,0.0,97.39
ὀξυφεγγής,1,0.0,97.39
ἀργεννός,1,0.0,97.4
ποικιλομήχανος,1,0.0,97.4
μισοφιλόλογος,1,0.0,97.4
κλεπτίστατος,1,0.0,97.41
κακολόγος,1,0.0,97.41
βορός,1,0.0,97.41
ἄνοικος,1,0.0,97.42
ἀφιλόσοφος,1,0.0,97.42
συκοφαντώδης,1,0.0,97.42
ὕφαιμος,1,0.0,97.43
πελιός,1,0.0,97.43
γραῦς,1,0.0,97.43
μόνον,1,0.0,97.44
ἐπόγδοος,1,0.0,97.44
ἐπίτοκος,1,0.0,97.44
ἐντελόμισθος,1,0.0,97.45
ἄγρυπνος,1,0.0,97.45
ἐπιθάνατος,1,0.0,97.45
ἑκταῖος,1,0.0,97.46
λιπόνεως,1,0.0,97.46
τραπεζιτικός,1,0.0,97.46
ἀθυμητέον,1,0.0,97.47
ἐνθυμητέον,1,0.0,97.47
δυσπολέμητος,1,0.0,97.47
πλευστέος,1,0.0,97.48
ἐπιστολιμαῖος,1,0.0,97.48
πήλινος,1,0.0,97.48
ἀδιόρθωτος,1,0.0,97.49
ἀπόμισθος,1,0.0,97.49
σπουδαστέος,1,0.0,97.49
ὀκτωκαιδεκάδραχμος,1,0.0,97.5
δωδεκάδραχμος,1,0.0,97.5
ἄτοκος,1,0.0,97.5
περίστοιχος,1,0.0,97.51
κακόνοος,1,0.0,97.51
ὑποκίνδυνος,1,0.0,97.51
ἐλλόγιμος,1,0.0,97.52
σωματοειδής,1,0.0,97.52
ἑκατὸν,1,0.0,97.52
ἐγκρατης,1,0.0,97.53
ἐξόφθαλμος,1,0.0,97.53
δυσαπολόγητος,1,0.0,97.53
σαρδόνιος,1,0.0,97.54
φιλόφιλος,1,0.0,97.54
ὀκνητέον,1,0.0,97.54
ἐφαρμοστέον,1,0.0,97.55
εὐλαβής,1,0.0,97.55
ἀπείρων1,1,0.0,97.55
κατάφρακτης,1,0.0,97.56
παραμήκης,1,0.0,97.56
ἐπιμήκης,1,0.0,97.56
σιτοποιικός,1,0.0,97.57
ἑξήρης,1,0.0,97.57
δυσδιάλυτος,1,0.0,97.57
ἀδιάσπαστος,1,0.0,97.58
αἱρετέος,1,0.0,97.58
θηρευτέον,1,0.0,97.58
δεκατέτταρας,1,0.0,97.59
ἐπανοιστέον,1,0.0,97.59
δυσπροσόρμιστος,1,0.0,97.6
τρίμηνος,1,0.0,97.6
δυσδιάβατος,1,0.0,97.6
συμβελής,1,0.0,97.61
πέρατος,1,0.0,97.61
ὑπερχαρής,1,0.0,97.61
μονομαχικός,1,0.0,97.62
προβραχής,1,0.0,97.62
παραπομπός,1,0.0,97.62
δείνος,1,0.0,97.63
προσάντης,1,0.0,97.63
περίτομος,1,0.0,97.63
γεωργήσιμος,1,0.0,97.64
θανάσιμος,1,0.0,97.64
ἄπαυστος,1,0.0,97.64
πολιορκητικός,1,0.0,97.65
φορός,1,0.0,97.65
ἀπαραχώρητος,1,0.0,97.65
νεοσύλλογος,1,0.0,97.66
ἄγνωστος,1,0.0,97.66
κεφάλιος,1,0.0,97.66
αἰτίος,1,0.0,97.67
δυσκατάπληκτος,1,0.0,97.67
περιλιπής,1,0.0,97.67
ἄγωνος,1,0.0,97.68
δυσέκφευκτος,1,0.0,97.68
ἀπεχθής,1,0.0,97.68
γερούσιος,1,0.0,97.69
ἐξόριστος,1,0.0,97.69
πηρός,1,0.0,97.69
ἰσόκριθος,1,0.0,97.7
ὑικός,1,0.0,97.7
μελανείμων,1,0.0,97.7
φατέος,1,0.0,97.71
ἄθραυστος,1,0.0,97.71
ὀκτακισμύριοι,1,0.0,97.71
ἑπτακισμύριοι,1,0.0,97.72
εὐπετής,1,0.0,97.72
βατώδης,1,0.0,97.72
ἀμετάθετος,1,0.0,97.73
ἀνεννόητος,1,0.0,97.73
εὔφθαρτος,1,0.0,97.73
ἀποδεικτικός,1,0.0,97.74
εὐπαρακολούθητος,1,0.0,97.74
ἀνοιστέος,1,0.0,97.74
κοινωνικός,1,0.0,97.75
εὐλαβητέον,1,0.0,97.75
δυσφύλακτος,1,0.0,97.75
φιλελεύθερος,1,0.0,97.76
ὁμέστιος,1,0.0,97.76
περαίτερος,1,0.0,97.76
προσαπτέος,1,0.0,97.77
ὁπλομάχος,1,0.0,97.77
ἔξοπλος,1,0.0,97.77
ἀπερίσπαστος,1,0.0,97.78
δευτεραῖος,1,0.0,97.78
προσδεκτέος,1,0.0,97.78
ἀδοξοποίητος,1,0.0,97.79
διανεμητικός,1,0.0,97.79
δυσμενικός,1,0.0,97.79
δωροφάγος,1,0.0,97.8
ἀνοίκειος,1,0.0,97.8
χειροκρατικός,1,0.0,97.8
ἀπείρητος,1,0.0,97.81
ἀψηφοφόρητος,1,0.0,97.81
αὐτοτελής,1,0.0,97.81
τετταρασκαίδεκα,1,0.0,97.82
πενιχρός,1,0.0,97.82
γροσφοφόρος,1,0.0,97.82
περιφερής,1,0.0,97.83
τρίπεδος,1,0.0,97.83
δακτυλιαῖος,1,0.0,97.83
κυρτός,1,0.0,97.84
σίδηρος,1,0.0,97.84
παλαιστιαῖος,1,0.0,97.84
ἀγκιστρωτός,1,0.0,97.85
πτέρινος,1,0.0,97.85
πηχυαῖος,1,0.0,97.85
ἁλυσιδωτός,1,0.0,97.86
κλαδαρός,1,0.0,97.86
ὀμφαλωτός,1,0.0,97.86
βόειος,1,0.0,97.87
δύσχρηστος,1,0.0,97.87
ἀτρεμής,1,0.0,97.88
τετράπλεθρος,1,0.0,97.88
στρατοπεδευτικός,1,0.0,97.88
ἀπόλεκτος,1,0.0,97.89
ἰσόπλευρος,1,0.0,97.89
παράμηκης,1,0.0,97.89
ἕκμηνος,1,0.0,97.9
δίμηνος,1,0.0,97.9
γροσφομάχος,1,0.0,97.9
ἀδιάπτωτος,1,0.0,97.91
φοινικιοῦς,1,0.0,97.91
ἀκατάλληλος,1,0.0,97.91
πρόσπαιος,1,0.0,97.92
διαληπτέον,1,0.0,97.92
ἐκφανής,1,0.0,97.92
ἀδέσποτος,1,0.0,97.93
ἐγγαιος,1,0.0,97.93
ἀθλητικός,1,0.0,97.93
φίλαρχος,1,0.0,97.94
ἔκδοτος,1,0.0,97.94
ἀποδεκτέος,1,0.0,97.94
ἐπιβατός,1,0.0,97.95
φιλόδοξος,1,0.0,97.95
φιλάγαθος,1,0.0,97.95
παραδόσιμος,1,0.0,97.96
φιλήκοος,1,0.0,97.96
γενεαλογικός,1,0.0,97.96
πολυπράγμων,1,0.0,97.97
ἀψυχαγώγητος,1,0.0,97.97
συμβατός,1,0.0,97.97
εὐκαταγώνιστος,1,0.0,97.98
τυχικός,1,0.0,97.98
κινδυνώδης,1,0.0,97.98
ὀλιγωρητέος,1,0.0,97.99
ἰστέον,1,0.0,97.99
ζῳδιακός,1,0.0,97.99
καπνώδης,1,0.0,98.0
ἀφροντιστητέον,1,0.0,98.0
βιωτικός,1,0.0,98.0
διπλός,1,0.0,98.01
πολυπραγμονητέον,1,0.0,98.01
τινῶν,1,0.0,98.01
δαψιλός,1,0.0,98.02
εὐσύντριπτος,1,0.0,98.02
ἀκροσφαλής,1,0.0,98.02
μαθηματικός,1,0.0,98.03
παλίντροπος,1,0.0,98.03
εὐτράπελος,1,0.0,98.03
δυσθεώρητος,1,0.0,98.04
ἀνάρπαστος,1,0.0,98.04
ἀκρότομος,1,0.0,98.04
περιρρώξ,1,0.0,98.05
συνώνυμος,1,0.0,98.05
εὔγεως,1,0.0,98.05
φύξιμος,1,0.0,98.06
πρεσβευτικός,1,0.0,98.06
ὕδριος,1,0.0,98.06
καταπελτικός,1,0.0,98.07
τριακονταμναῖος,1,0.0,98.07
λιθόβολος,1,0.0,98.07
εὐπαράδεκτος,1,0.0,98.08
μεγαλόδωρος,1,0.0,98.08
δημιουργικός,1,0.0,98.08
βατός,1,0.0,98.09
ἑβδομαῖος,1,0.0,98.09
ἀκλυδώνιστος,1,0.0,98.09
μεσόκοιλος,1,0.0,98.1
σπιλώδης,1,0.0,98.1
σύρροος,1,0.0,98.1
ἀχαράκωτος,1,0.0,98.11
ἀνεμπόδιστος,1,0.0,98.11
κλιμακοφόρος,1,0.0,98.11
ἐργαστικός,1,0.0,98.12
ἀξιωματικός,1,0.0,98.12
ἐγκωμιαστικός,1,0.0,98.12
ὅτι2,1,0.0,98.13
χῆρος,1,0.0,98.13
ὕπανδρος,1,0.0,98.13
κέδρινος,1,0.0,98.14
κυπαρίσσινος,1,0.0,98.14
πηγαῖος,1,0.0,98.14
θυρεοφόρος,1,0.0,98.15
ῥαβδοφόρος,1,0.0,98.15
μειρακιώδης,1,0.0,98.16
ἀνεπίστατος,1,0.0,98.16
ἀνέργαστος,1,0.0,98.16
ἰσομεγέθης,1,0.0,98.17
τριδάκτυλος,1,0.0,98.17
εὔσημος,1,0.0,98.17
ἰσοταχής,1,0.0,98.18
ἀσυνήθης,1,0.0,98.18
προσακτέος,1,0.0,98.18
θηρατός,1,0.0,98.19
ἀπόκλητος,1,0.0,98.19
ἑξαμηνος,1,0.0,98.19
πυρφόρος,1,0.0,98.2
τριακονθήμερος,1,0.0,98.2
μεγαλομερής,1,0.0,98.2
ἀπροσδέητος,1,0.0,98.21
ἀδελφικός,1,0.0,98.21
μολύβδεος,1,0.0,98.21
δρύινος,1,0.0,98.22
ἐκσπονδος,1,0.0,98.22
ἑρμαῖος,1,0.0,98.22
μονήρης,1,0.0,98.23
πράξιμος,1,0.0,98.23
πεντηκοντακισμύριοι,1,0.0,98.23
ἀφορολόγητος,1,0.0,98.24
ἐπιτἰμιος,1,0.0,98.24
κοιταῖος,1,0.0,98.24
ἐλλός,1,0.0,98.25
δεικτέος,1,0.0,98.25
εὔωνος,1,0.0,98.25
ἀλειτούργητος,1,0.0,98.26
ἑκκαιδεκάπηχυς,1,0.0,98.26
ἴσθμιος,1,0.0,98.26
φιλόδωρος,1,0.0,98.27
παμπόνηρος,1,0.0,98.27
φιλολοίδορος,1,0.0,98.27
σπερμολόγος,1,0.0,98.28
συγκάταινος,1,0.0,98.28
περίχωρος,1,0.0,98.28
ἄπλοος,1,0.0,98.29
αὐτοτραγικός,1,0.0,98.29
ἀρουραῖος,1,0.0,98.29
παράσημος,1,0.0,98.3
ἐμβρόντητος,1,0.0,98.3
κατάδικος,1,0.0,98.3
νηλεής,1,0.0,98.31
θετός,1,0.0,98.31
ἀξιοθαύμαστος,1,0.0,98.31
ἄτρυτος,1,0.0,98.32
φερέπονος,1,0.0,98.32
εὐπόλεμος,1,0.0,98.32
ἐμπροίκιος,1,0.0,98.33
ἰσοπολίτης,1,0.0,98.33
ἐπιδόσιμος,1,0.0,98.33
κτηματικός,1,0.0,98.34
ἔναρχος,1,0.0,98.34
ἰσόνομος,1,0.0,98.34
ἐνεργής,1,0.0,98.35
δυσεπίγνωστος,1,0.0,98.35
ἀσπάσιος,1,0.0,98.35
ἔμμηνος,1,0.0,98.36
ὑπόγυιος,1,0.0,98.36
δικαστικός,1,0.0,98.36
μηλόβοτος,1,0.0,98.37
ἰσοβαρής,1,0.0,98.37
φειδός,1,0.0,98.37
πολυμερής,1,0.0,98.38
πομπαῖος,1,0.0,98.38
φιλοψευδής,1,0.0,98.38
ἐχθροποιός,1,0.0,98.39
ἐπικερδής,1,0.0,98.39
ἀπροβούλευτος,1,0.0,98.39
ὀλιγάνθρωπος,1,0.0,98.4
ζοφώδης,1,0.0,98.4
παμμεγέθης,1,0.0,98.4
διαλλακτήριος,1,0.0,98.41
νεόχριστος,1,0.0,98.41
ῥαβδόφορος,1,0.0,98.41
ἀδιοίκητος,1,0.0,98.42
αὐτόκλητος,1,0.0,98.42
βαρυεργής,1,0.0,98.42
πυροφόρος,1,0.0,98.43
ἰσόμαχος,1,0.0,98.43
νιφόεις,1,0.0,98.43
περιμήκετος,1,0.0,98.44
ἀμφιλαφής,1,0.0,98.44
πενθήμερος,1,0.0,98.45
ἐβδομήκοντα,1,0.0,98.45
χρυσήλατος,1,0.0,98.45
βλάσφημος,1,0.0,98.46
ὀκτάετες,1,0.0,98.46
περιώνυμος,1,0.0,98.46
ἀγέρωχος,1,0.0,98.47
ἐμπειροπόλεμος,1,0.0,98.47
ἄνετος,1,0.0,98.47
ἀμφήριστος,1,0.0,98.48
θεόληπτος,1,0.0,98.48
ἀσύνθετος,1,0.0,98.48
ἀροτήρ,1,0.0,98.49
ὁμοσίπυος,1,0.0,98.49
τεκνοποιητικός,1,0.0,98.49
χωριστός,1,0.0,98.5
παθητικός,1,0.0,98.5
δυσγενής,1,0.0,98.5
ὀψοποιικός,1,0.0,98.51
χρηστικός,1,0.0,98.51
σποραδικός,1,0.0,98.51
αὐτόφυτος,1,0.0,98.52
ἁλιευτικός,1,0.0,98.52
οἰητέον,1,0.0,98.52
εὐβάστακτος,1,0.0,98.53
εὐμεταχείριστος,1,0.0,98.53
ἄτεχνος,1,0.0,98.53
μεταλλευτικός,1,0.0,98.54
σιδήρειος,1,0.0,98.54
ὀργανικός,1,0.0,98.54
διακονικός,1,0.0,98.55
ἐπισκεπτέος,1,0.0,98.55
διανοητικός,1,0.0,98.55
νουθετητέος,1,0.0,98.56
ὁμονοητικός,1,0.0,98.56
ὁπόστος,1,0.0,98.56
ὑδαρής,1,0.0,98.57
ἀνθρωπικός,1,0.0,98.57
φίλαυτος,1,0.0,98.57
ἀστυνομικός,1,0.0,98.58
ἀγορανομικός,1,0.0,98.58
ποιός,1,0.0,98.58
καινοτόμος,1,0.0,98.59
ζητητικός,1,0.0,98.59
προαιρετικός,1,0.0,98.59
βοηθητικός,1,0.0,98.6
σύννους,1,0.0,98.6
ὀρφανικός,1,0.0,98.6
κατοκώχιμος,1,0.0,98.61
ἄφρουρος,1,0.0,98.61
ἰσοτύραννος,1,0.0,98.61
δυναστευτικός,1,0.0,98.62
θητικός,1,0.0,98.62
ἐπιζεφύριος,1,0.0,98.62
θετικός,1,0.0,98.63
ἀμφιδέξιος,1,0.0,98.63
κλίνειος,1,0.0,98.63
λογίζομαι,1,0.0,98.64
ἀφαιρετέος,1,0.0,98.64
πεντετάλαντος,1,0.0,98.64
τιμητός,1,0.0,98.65
δύσμαχος,1,0.0,98.65
βοηθητέος,1,0.0,98.65
ἐρεβώδης,1,0.0,98.66
ἀδαμάντινος,1,0.0,98.66
αἰδοῖος,1,0.0,98.66
γαμητέον,1,0.0,98.67
φευκτέος,1,0.0,98.67
ὑποιστέον,1,0.0,98.67
ἀτιμαστέος,1,0.0,98.68
λάλος,1,0.0,98.68
φιλόπρωτος,1,0.0,98.68
ἄσωστος,1,0.0,98.69
δυσχείρωτος,1,0.0,98.69
μετοικικός,1,0.0,98.69
ἄθικτος,1,0.0,98.7
διάπλεως,1,0.0,98.7
φίλανδρος,1,0.0,98.7
ἀπάνθρωπος,1,0.0,98.71
φιλήκους,1,0.0,98.71
ἐντευκτικός,1,0.0,98.71
ἄτρεπτος,1,0.0,98.72
συμβιβαστικός,1,0.0,98.72
μισάνθρωπος,1,0.0,98.73
μυστικός,1,0.0,98.73
ἀνεπιτήδευτος,1,0.0,98.73
μεθυστικός,1,0.0,98.74
ἱππαστικός,1,0.0,98.74
ὀπηδός,1,0.0,98.74
φιλοπόνηρος,1,0.0,98.75
ἄτεγκτος,1,0.0,98.75
κατάπονος,1,0.0,98.75
περίπολος,1,0.0,98.76
στατός,1,0.0,98.76
βωμολόχος,1,0.0,98.76
μαγειρικός,1,0.0,98.77
λυρικός,1,0.0,98.77
ἀνακλητικός,1,0.0,98.77
καταστατικός,1,0.0,98.78
παιδευτικός,1,0.0,98.78
φλυαρώδης,1,0.0,98.78
χαῦνος,1,0.0,98.79
πρεσβυγενής,1,0.0,98.79
θεοτίμητος,1,0.0,98.79
εὐθύς,1,0.0,98.8
ἀκτήμων,1,0.0,98.8
ἰσόκληρος,1,0.0,98.8
ἀδρανής,1,0.0,98.81
ῥωπικός,1,0.0,98.81
ἀγυρτικός,1,0.0,98.81
ἀδηφάγος,1,0.0,98.82
καθημερινός,1,0.0,98.82
ἄπλουτος,1,0.0,98.82
ἄκαμπτος,1,0.0,98.83
παιδευτός,1,0.0,98.83
χρηματικός,1,0.0,98.83
μονός,1,0.0,98.84
ἀπειρόκαλος,1,0.0,98.84
φατνωματικός,1,0.0,98.84
παρορμητικός,1,0.0,98.85
γεωμετρικός,1,0.0,98.85
ἄωρος1,1,0.0,98.85
πέπειρος,1,0.0,98.86
διακορής,1,0.0,98.86
εὔτεκνος,1,0.0,98.86
καλλίκαρπος,1,0.0,98.87
ὅμαιμος,1,0.0,98.87
εὐπαγής,1,0.0,98.87
ἐπιληπτικός,1,0.0,98.88
ἄσικχος,1,0.0,98.88
μίσθιος,1,0.0,98.88
δωδεκαετής,1,0.0,98.89
αὐχμηρός,1,0.0,98.89
θερμαντικός,1,0.0,98.89
ὀγκώδης,1,0.0,98.9
πολύτροφος,1,0.0,98.9
ἄγονος,1,0.0,98.9
βραχυλόγος,1,0.0,98.91
ἐγερτικός,1,0.0,98.91
ἐνθουσιώδης,1,0.0,98.91
ἄθρυπτος,1,0.0,98.92
ἠθοποιός,1,0.0,98.92
λίγειος,1,0.0,98.92
εὐρυάγυια,1,0.0,98.93
εὐσταθής,1,0.0,98.93
ἐνήλικος,1,0.0,98.93
κάρρων,1,0.0,98.94
κατάκλειστος,1,0.0,98.94
νοσερός,1,0.0,98.94
ἀσύνδηλος,1,0.0,98.95
εὐαγής,1,0.0,98.95
δεσπόσυνος,1,0.0,98.95
ἀνυστός,1,0.0,98.96
ἀπολίτευτος,1,0.0,98.96
δεκᾰτέσσᾰρες,1,0.0,98.96
πειθαρχικός,1,0.0,98.97
πειθὴνιος,1,0.0,98.97
ἀνύπαρκτος,1,0.0,98.97
μονογενής,1,0.0,98.98
ἄτεκνος,1,0.0,98.98
ἀγλευκής,1,0.0,98.98
ἀλληλοφόνοι,1,0.0,98.99
μιαιφόνος,1,0.0,98.99
ἀναγκαστέος,1,0.0,98.99
κολαστέος,1,0.0,99.0
κωλυτέον,1,0.0,99.0
ἐπιτρεπτέον,1,0.0,99.0
προστακτέον,1,0.0,99.01
ποιέω,1,0.0,99.01
χορηγικός,1,0.0,99.02
κρυφαῖος,1,0.0,99.02
ἀγχιτέρμων,1,0.0,99.02
ἔκπαγλος,1,0.0,99.03
πρόμαχος,1,0.0,99.03
ἀξιομνημόνευτος,1,0.0,99.03
σιωπηλός,1,0.0,99.04
γοργός,1,0.0,99.04
ἀνάριστος,1,0.0,99.04
περίμεστος,1,0.0,99.05
δολιχοδρόμος,1,0.0,99.05
ἑπτάκλινος,1,0.0,99.05
ἰσοφόρος,1,0.0,99.06
φιλόφρων,1,0.0,99.06
βαναυσικός,1,0.0,99.06
ἀναμφίλογος,1,0.0,99.07
ἀκούω,1,0.0,99.07
εὐχάριτος,1,0.0,99.07
δημηγορικός,1,0.0,99.08
εὔξεστος,1,0.0,99.08
ἀτιμάζω,1,0.0,99.08
θαλλοφόρος,1,0.0,99.09
πλαστικός,1,0.0,99.09
ζωγραφικός,1,0.0,99.09
ἀφεκτέον,1,0.0,99.1
ἔγγειος,1,0.0,99.1
ἀξιάκουστος,1,0.0,99.1
ἄπυρος,1,0.0,99.11
νευρόσπαστος,1,0.0,99.11
αἱματόεις,1,0.0,99.11
ἀπέρατος,1,0.0,99.12
ἀτόξευτος,1,0.0,99.12
γλύκειος,1,0.0,99.12
ἄθεσμος,1,0.0,99.13
ὑπόφορος,1,0.0,99.13
ἀσυμπαθής,1,0.0,99.13
ἀδιάφορος,1,0.0,99.14
ἄσοφος,1,0.0,99.14
αὐτόχροος,1,0.0,99.14
πτερωτός,1,0.0,99.15
δυσκάθεκτος,1,0.0,99.15
δύσθυμος,1,0.0,99.15
ἀνήλιος,1,0.0,99.16
ποδώκης,1,0.0,99.16
χαριστικός,1,0.0,99.16
ἀπαραμύθητος,1,0.0,99.17
ἐμπαθής,1,0.0,99.17
ἀντίτεχνος,1,0.0,99.17
νεοπρεπής,1,0.0,99.18
προγονικός,1,0.0,99.18
εὐάλωτος,1,0.0,99.18
αἰτητικός,1,0.0,99.19
ἀνδροποιός,1,0.0,99.19
ἁρμάτειος,1,0.0,99.19
ἀρρενωπός,1,0.0,99.2
λεοντώδης,1,0.0,99.2
μεγαλοεργός,1,0.0,99.2
μορφοειδής,1,0.0,99.21
ἀνύβριστος,1,0.0,99.21
ὀρθοπαγής,1,0.0,99.21
ἀφρούρητος,1,0.0,99.22
δυσεκβίαστος,1,0.0,99.22
πελώριος,1,0.0,99.22
πολύπονος,1,0.0,99.23
τλήμων,1,0.0,99.23
ἄρειος,1,0.0,99.23
ἴκελος,1,0.0,99.24
τερπικέραυνος,1,0.0,99.24
εὔγηρως,1,0.0,99.24
φλογοειδής,1,0.0,99.25
φιλοβάρβαρος,1,0.0,99.25
μισαλέξανδρος,1,0.0,99.25
ναρκώδης,1,0.0,99.26
πειστέον,1,0.0,99.26
ἰτέον,1,0.0,99.26
ἀνέλεγκτος,1,0.0,99.27
δικανικός,1,0.0,99.27
εὐέλεγκτος,1,0.0,99.27
ἀδιάφθαρτος,1,0.0,99.28
ἐλεεινός,1,0.0,99.28
ἀβέβαιος,1,0.0,99.28
ἁπτός,1,0.0,99.29
ἐμβριθής,1,0.0,99.29
ἀδρός,1,0.0,99.3
ἄπταιστος,1,0.0,99.3
ἀρείφατος,1,0.0,99.3
ἡμίκλαστος,1,0.0,99.31
περισφαλής,1,0.0,99.31
ἀιδής,1,0.0,99.31
κεστός,1,0.0,99.32
ἀριστευτικός,1,0.0,99.32
νικητικός,1,0.0,99.32
ὀλιγοστός,1,0.0,99.33
καπράτινος,1,0.0,99.33
ἐλεήμων,1,0.0,99.33
χλοερός,1,0.0,99.34
κοπώδης,1,0.0,99.34
ἄσχολος,1,0.0,99.34
βοτηρικός,1,0.0,99.35
νεοσταθής,1,0.0,99.35
κάτοχος,1,0.0,99.35
ἀρειμάνιος,1,0.0,99.36
πολεμοποιός,1,0.0,99.36
δίπυλος,1,0.0,99.36
τιθηνός,1,0.0,99.37
μειλίχιος,1,0.0,99.37
ἐπιταλάριος,1,0.0,99.37
φρενήρης,1,0.0,99.38
ἀπρόθυμος,1,0.0,99.38
δορίμαχος,1,0.0,99.38
ῥόθιος,1,0.0,99.39
ἐνάλιος,1,0.0,99.39
εὐθορύβητος,1,0.0,99.39
ψοφοδεής,1,0.0,99.4
λιμώδης,1,0.0,99.4
διάτορος,1,0.0,99.4
ἐπιμαθής,1,0.0,99.41
ἀδούλωτος,1,0.0,99.41
εὐγένειος,1,0.0,99.41
ἐπίγρυπος,1,0.0,99.42
εὐδιάβολος,1,0.0,99.42
συνέστιος,1,0.0,99.42
ἑός,1,0.0,99.43
πάμπολυς,1,0.0,99.43
δυσμαθής,1,0.0,99.43
σκαληνός,1,0.0,99.44
ἰσοσκελής,1,0.0,99.44
ἀφετέος,1,0.0,99.44
πλημμελής,1,0.0,99.45
τρίτατος,1,0.0,99.45
ἐρίβωλος,1,0.0,99.45
ἐπιούσης,1,0.0,99.46
γυμναστέος,1,0.0,99.46
ἐδεστέον,1,0.0,99.46
ποτέος,1,0.0,99.47
φροντιστέον,1,0.0,99.47
οὗτός,1,0.0,99.47
γέρων,1,0.0,99.48
ἐξαπατητέον,1,0.0,99.48
ὑπεικτέον,1,0.0,99.48
ἀναχωρητέον,1,0.0,99.49
λειπτέον,1,0.0,99.49
ἄσχημος,1,0.0,99.49
ἄξυλος,1,0.0,99.5
σύμμεικτος,1,0.0,99.5
ἀρχαιόπλουτος,1,0.0,99.5
ἀνεπίδικος,1,0.0,99.51
εἰσαγώγιμος,1,0.0,99.51
γυμνητικός,1,0.0,99.51
δαήμων,1,0.0,99.52
ἀνδρικός,1,0.0,99.52
ἀνεπίληπτος,1,0.0,99.52
φιλόστοργος,1,0.0,99.53
πρόσθετος,1,0.0,99.53
θήρειος,1,0.0,99.53
εὔληπτος,1,0.0,99.54
γενέθλιος,1,0.0,99.54
πολύλογος,1,0.0,99.54
νεαρός,1,0.0,99.55
σκυλακώδης,1,0.0,99.55
κολοβός,1,0.0,99.55
ψωραλέος,1,0.0,99.56
ἀθήρευτος,1,0.0,99.56
ἐργάσιμος,1,0.0,99.56
εὐήλατος,1,0.0,99.57
ἀσυγκόμιστος,1,0.0,99.57
ἀξιόνικος,1,0.0,99.58
ἀναγώνιστος,1,0.0,99.58
ἀκουστός,1,0.0,99.58
ἀνεπιστήμων,1,0.0,99.59
ἀγωνιστέον,1,0.0,99.59
πειστικός,1,0.0,99.59
ἀνωφέλητος,1,0.0,99.6
νοσηρός,1,0.0,99.6
δύσφορος,1,0.0,99.6
ἀνύσιμος,1,0.0,99.61
προορατός,1,0.0,99.61
